INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
9;19.12.2019 0:00:00;1;530000;33154;33507;32633;32831
10;19.12.2019 0:00:00;1;530000;33267;33374;32242;31992
11;19.12.2019 0:00:00;1;530000;32992;32854;32103;32070
12;19.12.2019 0:00:00;1;530000;32975;32801;33022;32904
13;19.12.2019 0:00:00;1;530000;33211;33241;32973;32956
14;19.12.2019 0:00:00;1;530000;32984;33363;32423;32108
15;19.12.2019 0:00:00;1;530000;33727;33715;32529;32193
16;19.12.2019 0:00:00;1;530000;34189;34255;33209;33150
17;19.12.2019 0:00:00;1;530000;34002;34056;32521;32698
18;19.12.2019 0:00:00;1;530000;33677;33762;32286;32025
19;19.12.2019 0:00:00;1;530000;32993;32980;30854;30575
20;19.12.2019 0:00:00;1;530000;32531;32249;30619;30150
21;19.12.2019 0:00:00;1;530000;31259;31227;30536;30491
22;19.12.2019 0:00:00;1;530000;29388;29577;29656;29605
23;19.12.2019 0:00:00;1;530000;28100;28093;29511;29443
0;20.12.2019 0:00:00;1;530000;27111;26854;28542;28390
1;20.12.2019 0:00:00;1;530000;26473;26036;27395;27408
2;20.12.2019 0:00:00;1;530000;25914;25872;27020;27083
3;20.12.2019 0:00:00;1;530000;25957;25951;27070;27119
4;20.12.2019 0:00:00;1;530000;26564;26232;27985;27968
5;20.12.2019 0:00:00;1;530000;27609;27764;28917;28850
6;20.12.2019 0:00:00;1;530000;30042;30092;30301;30809
7;20.12.2019 0:00:00;1;530000;32056;31811;31595;31520
8;20.12.2019 0:00:00;1;530000;33309;33413;32895;32906
9;20.12.2019 0:00:00;1;530000;33851;33923;32883;32771
10;20.12.2019 0:00:00;1;530000;33672;33792;32307;32308
11;20.12.2019 0:00:00;1;530000;33210;33399;32489;32319
12;20.12.2019 0:00:00;1;530000;33214;33409;33146;33045
13;20.12.2019 0:00:00;1;530000;33416;33324;33319;33178
14;20.12.2019 0:00:00;1;530000;33232;33294;31770;32092
15;20.12.2019 0:00:00;1;530000;33394;33868;32359;32385
16;20.12.2019 0:00:00;1;530000;34361;34251;33344;33305
17;20.12.2019 0:00:00;1;530000;34304;34024;33006;32963
18;20.12.2019 0:00:00;1;530000;33669;33799;32143;32038
19;20.12.2019 0:00:00;1;530000;32885;33076;30983;30335
20;20.12.2019 0:00:00;1;530000;32680;32380;31167;30495
21;20.12.2019 0:00:00;1;530000;31558;31318;30714;30621
22;20.12.2019 0:00:00;1;530000;29848;29620;30119;29991
23;20.12.2019 0:00:00;1;530000;28534;28313;29723;29597
0;21.12.2019 0:00:00;1;530000;27622;27512;28013;27769
1;21.12.2019 0:00:00;1;530000;27045;26758;27768;27761
2;21.12.2019 0:00:00;1;530000;26144;26309;27241;27440
3;21.12.2019 0:00:00;1;530000;26269;26295;26881;27089
4;21.12.2019 0:00:00;1;530000;26437;26274;27347;27282
5;21.12.2019 0:00:00;1;530000;26912;26855;28349;28247
6;21.12.2019 0:00:00;1;530000;27734;27945;29271;29460
7;21.12.2019 0:00:00;1;530000;28905;29130;30277;30415
8;21.12.2019 0:00:00;1;530000;30554;30226;31130;30944
9;21.12.2019 0:00:00;1;530000;31621;31533;32296;31842
10;21.12.2019 0:00:00;1;530000;32004;31925;32312;31931
11;21.12.2019 0:00:00;1;530000;31938;32170;32521;32080
12;21.12.2019 0:00:00;1;530000;31769;32027;32240;32063
13;21.12.2019 0:00:00;1;530000;31742;31826;32322;32149
14;21.12.2019 0:00:00;1;530000;31965;31859;32347;32225
15;21.12.2019 0:00:00;1;530000;32301;32371;33228;32941
16;21.12.2019 0:00:00;1;530000;33094;33297;33836;33606
17;21.12.2019 0:00:00;1;530000;32810;33184;33712;33490
18;21.12.2019 0:00:00;1;530000;32319;32725;32974;32860
19;21.12.2019 0:00:00;1;530000;31787;31922;31759;31846
20;21.12.2019 0:00:00;1;530000;31328;31514;30713;30642
21;21.12.2019 0:00:00;1;530000;30428;30719;30533;30326
22;21.12.2019 0:00:00;1;530000;29193;29358;30154;30220
23;21.12.2019 0:00:00;1;530000;28007;27979;29437;29443
0;22.12.2019 0:00:00;1;530000;27198;26954;28222;28245
1;22.12.2019 0:00:00;1;530000;26089;26358;27757;27665
2;22.12.2019 0:00:00;1;530000;25736;25899;27163;27056
3;22.12.2019 0:00:00;1;530000;25582;25766;26884;26789
4;22.12.2019 0:00:00;1;530000;25658;25758;27260;27154
5;22.12.2019 0:00:00;1;530000;26305;26130;28021;27916
6;22.12.2019 0:00:00;1;530000;27024;26916;29174;29041
7;22.12.2019 0:00:00;1;530000;27771;27803;30126;30103
8;22.12.2019 0:00:00;1;530000;29031;28920;30135;30087
9;22.12.2019 0:00:00;1;530000;29900;30158;30867;30732
10;22.12.2019 0:00:00;1;530000;30474;30844;31623;31419
11;22.12.2019 0:00:00;1;530000;31001;30814;31645;31335
12;22.12.2019 0:00:00;1;530000;31112;30840;31357;31204
13;22.12.2019 0:00:00;1;530000;30908;30809;31207;30989
14;22.12.2019 0:00:00;1;530000;31289;31057;31353;31132
15;22.12.2019 0:00:00;1;530000;31999;31609;32509;32177
16;22.12.2019 0:00:00;1;530000;32418;32702;33175;32903
17;22.12.2019 0:00:00;1;530000;32511;32903;33082;32897
18;22.12.2019 0:00:00;1;530000;32160;32497;33109;32939
19;22.12.2019 0:00:00;1;530000;31707;31559;32341;31992
20;22.12.2019 0:00:00;1;530000;31159;31161;30871;30511
21;22.12.2019 0:00:00;1;530000;30243;30380;30202;30119
22;22.12.2019 0:00:00;1;530000;28901;29093;29440;29725
23;22.12.2019 0:00:00;1;530000;27561;27407;29222;29431
0;23.12.2019 0:00:00;1;530000;26327;26405;27884;27774
1;23.12.2019 0:00:00;1;530000;25721;25817;27254;27092
2;23.12.2019 0:00:00;1;530000;25387;25427;26944;26785
3;23.12.2019 0:00:00;1;530000;25096;25327;26931;26734
4;23.12.2019 0:00:00;1;530000;25463;25518;27613;27434
5;23.12.2019 0:00:00;1;530000;26799;26811;28266;28082
6;23.12.2019 0:00:00;1;530000;29291;29162;29210;29271
7;23.12.2019 0:00:00;1;530000;31132;31418;30753;30647
8;23.12.2019 0:00:00;1;530000;32862;32658;32172;32042
9;23.12.2019 0:00:00;1;530000;33541;33080;32575;32151
10;23.12.2019 0:00:00;1;530000;33640;33364;31789;31378
11;23.12.2019 0:00:00;1;530000;33239;32964;31467;31299
12;23.12.2019 0:00:00;1;530000;33139;32973;32108;32113
13;23.12.2019 0:00:00;1;530000;33243;33160;32072;32266
14;23.12.2019 0:00:00;1;530000;33269;33305;31406;31303
15;23.12.2019 0:00:00;1;530000;33548;33810;31330;31259
16;23.12.2019 0:00:00;1;530000;33701;34093;31920;32272
17;23.12.2019 0:00:00;1;530000;33444;33929;32030;32180
18;23.12.2019 0:00:00;1;530000;33123;33112;31015;31229
19;23.12.2019 0:00:00;1;530000;32378;32301;30440;30349
20;23.12.2019 0:00:00;1;530000;31741;31789;29529;29235
21;23.12.2019 0:00:00;1;530000;30801;30747;29629;29347
22;23.12.2019 0:00:00;1;530000;28976;28942;29014;28685
23;23.12.2019 0:00:00;1;530000;27550;27382;28685;28350
0;24.12.2019 0:00:00;1;530000;26469;26367;27315;27253
1;24.12.2019 0:00:00;1;530000;25619;25731;26694;26825
2;24.12.2019 0:00:00;1;530000;25243;25467;26475;26411
3;24.12.2019 0:00:00;1;530000;25200;25322;26325;26178
4;24.12.2019 0:00:00;1;530000;25515;25527;26818;26783
5;24.12.2019 0:00:00;1;530000;26723;26954;28214;28113
6;24.12.2019 0:00:00;1;530000;29081;29318;28871;28783
7;24.12.2019 0:00:00;1;530000;31124;31233;30306;30246
8;24.12.2019 0:00:00;1;530000;32453;32511;31537;31505
9;24.12.2019 0:00:00;1;530000;32902;33173;31395;31411
10;24.12.2019 0:00:00;1;530000;32919;33208;30531;30500
11;24.12.2019 0:00:00;1;530000;32526;32598;30540;30526
12;24.12.2019 0:00:00;1;530000;32517;32426;31239;31194
13;24.12.2019 0:00:00;1;530000;32870;32724;31445;31272
14;24.12.2019 0:00:00;1;530000;33007;32730;30647;30508
15;24.12.2019 0:00:00;1;530000;33328;33081;30670;30629
16;24.12.2019 0:00:00;1;530000;33675;33937;31866;31848
17;24.12.2019 0:00:00;1;530000;33484;33536;31645;31664
18;24.12.2019 0:00:00;1;530000;33247;33315;31036;30825
19;24.12.2019 0:00:00;1;530000;32447;32568;30620;30340
20;24.12.2019 0:00:00;1;530000;32033;31917;29727;29189
21;24.12.2019 0:00:00;1;530000;30995;30707;29490;29040
22;24.12.2019 0:00:00;1;530000;29144;29009;29040;28550
23;24.12.2019 0:00:00;1;530000;27551;27589;28804;28289
0;25.12.2019 0:00:00;1;530000;26813;26715;27064;27305
1;25.12.2019 0:00:00;1;530000;26122;25876;26423;26606
2;25.12.2019 0:00:00;1;530000;25635;25736;26292;26381
3;25.12.2019 0:00:00;1;530000;25653;25711;26380;26363
4;25.12.2019 0:00:00;1;530000;26034;25909;26923;27047
5;25.12.2019 0:00:00;1;530000;27257;27206;27479;27920
6;25.12.2019 0:00:00;1;530000;29336;29424;29110;29077
7;25.12.2019 0:00:00;1;530000;31410;31309;30579;30586
8;25.12.2019 0:00:00;1;530000;32977;32837;31250;31196
9;25.12.2019 0:00:00;1;530000;33270;33385;31311;31266
10;25.12.2019 0:00:00;1;530000;33340;33394;30589;30547
11;25.12.2019 0:00:00;1;530000;32991;32924;30573;30490
12;25.12.2019 0:00:00;1;530000;32923;32935;31696;31561
13;25.12.2019 0:00:00;1;530000;33359;33083;31636;31623
14;25.12.2019 0:00:00;1;530000;33179;33312;30997;30948
15;25.12.2019 0:00:00;1;530000;33546;33585;30943;30890
16;25.12.2019 0:00:00;1;530000;33891;33935;31788;31761
17;25.12.2019 0:00:00;1;530000;33632;33834;31366;31436
18;25.12.2019 0:00:00;1;530000;33375;33385;30268;30575
19;25.12.2019 0:00:00;1;530000;32407;32668;30004;30059
20;25.12.2019 0:00:00;1;530000;32180;32015;30461;29722
21;25.12.2019 0:00:00;1;530000;31134;31000;30367;29991
22;25.12.2019 0:00:00;1;530000;29336;29349;29290;28897
23;25.12.2019 0:00:00;1;530000;27801;27910;28775;28541
0;26.12.2019 0:00:00;1;530000;26791;26758;27175;27575
1;26.12.2019 0:00:00;1;530000;26023;26061;26168;26635
2;26.12.2019 0:00:00;1;530000;25463;25668;26004;26045
3;26.12.2019 0:00:00;1;530000;25567;25666;26158;26036
4;26.12.2019 0:00:00;1;530000;25910;25974;27006;26890
5;26.12.2019 0:00:00;1;530000;27307;27274;28186;28109
6;26.12.2019 0:00:00;1;530000;29367;29464;29443;29471
7;26.12.2019 0:00:00;1;530000;31232;31614;30637;30560
8;26.12.2019 0:00:00;1;530000;32879;32979;31212;31553
9;26.12.2019 0:00:00;1;530000;33435;33154;31639;31653
10;26.12.2019 0:00:00;1;530000;33471;33334;30828;30589
11;26.12.2019 0:00:00;1;530000;33174;33120;31028;30579
12;26.12.2019 0:00:00;1;530000;32975;33125;31753;31753
13;26.12.2019 0:00:00;1;530000;33166;33294;31957;31663
14;26.12.2019 0:00:00;1;530000;33281;33306;30856;30828
15;26.12.2019 0:00:00;1;530000;33684;33676;31254;31042
16;26.12.2019 0:00:00;1;530000;34035;33986;32091;31848
17;26.12.2019 0:00:00;1;530000;33954;34018;31741;31569
18;26.12.2019 0:00:00;1;530000;33489;33535;30889;30567
19;26.12.2019 0:00:00;1;530000;32771;32838;30175;30030
20;26.12.2019 0:00:00;1;530000;32249;32290;29976;29603
21;26.12.2019 0:00:00;1;530000;31225;31134;30037;29618
22;26.12.2019 0:00:00;1;530000;29449;29342;29176;28943
23;26.12.2019 0:00:00;1;530000;28112;27888;29116;28986
0;27.12.2019 0:00:00;1;530000;27119;26754;27679;27582
1;27.12.2019 0:00:00;1;530000;26229;26254;26711;26551
2;27.12.2019 0:00:00;1;530000;25988;25807;26332;26216
3;27.12.2019 0:00:00;1;530000;25931;25807;26364;26260
4;27.12.2019 0:00:00;1;530000;26045;26224;27416;27300
5;27.12.2019 0:00:00;1;530000;27271;27598;28180;28133
6;27.12.2019 0:00:00;1;530000;29321;29677;29289;29284
7;27.12.2019 0:00:00;1;530000;31420;31464;30285;30261
8;27.12.2019 0:00:00;1;530000;33027;32942;31840;31698
9;27.12.2019 0:00:00;1;530000;33554;33432;31847;31708
10;27.12.2019 0:00:00;1;530000;33415;33715;30991;30900
11;27.12.2019 0:00:00;1;530000;33301;33216;31113;30721
12;27.12.2019 0:00:00;1;530000;33071;33147;31748;31389
13;27.12.2019 0:00:00;1;530000;33076;33400;31577;31341
14;27.12.2019 0:00:00;1;530000;32932;33213;30371;30186
15;27.12.2019 0:00:00;1;530000;33251;33497;30964;30768
16;27.12.2019 0:00:00;1;530000;33735;34019;31766;31551
17;27.12.2019 0:00:00;1;530000;33656;33929;31436;31270
18;27.12.2019 0:00:00;1;530000;33232;33192;30699;30385
19;27.12.2019 0:00:00;1;530000;32378;32659;30080;29942
20;27.12.2019 0:00:00;1;530000;31975;32080;30019;29425
21;27.12.2019 0:00:00;1;530000;31012;31067;30022;29768
22;27.12.2019 0:00:00;1;530000;29734;29339;29116;28972
23;27.12.2019 0:00:00;1;530000;28219;28084;29077;28956
0;28.12.2019 0:00:00;1;530000;27231;27163;27442;27291
1;28.12.2019 0:00:00;1;530000;26543;26438;27207;27275
2;28.12.2019 0:00:00;1;530000;26273;26106;26581;26646
3;28.12.2019 0:00:00;1;530000;25853;25959;26477;26534
4;28.12.2019 0:00:00;1;530000;25879;26335;26977;26895
5;28.12.2019 0:00:00;1;530000;26782;26754;27743;27544
6;28.12.2019 0:00:00;1;530000;27760;27711;28778;28573
7;28.12.2019 0:00:00;1;530000;28637;28765;30009;29779
8;28.12.2019 0:00:00;1;530000;30450;30011;30630;30355
9;28.12.2019 0:00:00;1;530000;31304;31369;30880;30502
10;28.12.2019 0:00:00;1;530000;31567;32017;30927;30585
11;28.12.2019 0:00:00;1;530000;31625;31889;30719;30592
12;28.12.2019 0:00:00;1;530000;31807;31833;30658;30497
13;28.12.2019 0:00:00;1;530000;31684;31517;30531;30579
14;28.12.2019 0:00:00;1;530000;31704;31846;30695;30595
15;28.12.2019 0:00:00;1;530000;32058;32283;31513;31387
16;28.12.2019 0:00:00;1;530000;32879;33020;32002;31838
17;28.12.2019 0:00:00;1;530000;32756;33012;32090;31986
18;28.12.2019 0:00:00;1;530000;32361;32429;32047;31914
19;28.12.2019 0:00:00;1;530000;31554;31770;31235;31097
20;28.12.2019 0:00:00;1;530000;31440;31408;29702;29566
21;28.12.2019 0:00:00;1;530000;30677;30433;29254;29098
22;28.12.2019 0:00:00;1;530000;29386;29377;28826;28671
23;28.12.2019 0:00:00;1;530000;28170;28163;28166;28029
0;29.12.2019 0:00:00;1;530000;27170;27393;26981;26904
1;29.12.2019 0:00:00;1;530000;26426;26324;26647;26574
2;29.12.2019 0:00:00;1;530000;25619;25946;26115;25992
3;29.12.2019 0:00:00;1;530000;25711;25986;25562;25491
4;29.12.2019 0:00:00;1;530000;25694;25964;25794;25858
5;29.12.2019 0:00:00;1;530000;26369;26435;26902;26755
6;29.12.2019 0:00:00;1;530000;26999;27151;27567;27462
7;29.12.2019 0:00:00;1;530000;27692;28240;28775;28680
8;29.12.2019 0:00:00;1;530000;29016;29272;29723;29613
9;29.12.2019 0:00:00;1;530000;30138;30315;29905;29831
10;29.12.2019 0:00:00;1;530000;30718;30719;30068;29940
11;29.12.2019 0:00:00;1;530000;31035;30907;30090;29939
12;29.12.2019 0:00:00;1;530000;31004;30918;30069;30030
13;29.12.2019 0:00:00;1;530000;30935;31087;30185;30132
14;29.12.2019 0:00:00;1;530000;31115;31113;30233;30153
15;29.12.2019 0:00:00;1;530000;31529;31832;31073;30925
16;29.12.2019 0:00:00;1;530000;32467;32659;31578;31375
17;29.12.2019 0:00:00;1;530000;32492;32799;31592;31377
18;29.12.2019 0:00:00;1;530000;32236;32455;31020;30848
19;29.12.2019 0:00:00;1;530000;31597;31832;30736;30508
20;29.12.2019 0:00:00;1;530000;31456;31307;29620;29422
21;29.12.2019 0:00:00;1;530000;30757;30536;29378;29227
22;29.12.2019 0:00:00;1;530000;29285;29347;28678;28421
23;29.12.2019 0:00:00;1;530000;28184;28246;28018;28199
0;30.12.2019 0:00:00;1;530000;26823;26945;26927;27022
1;30.12.2019 0:00:00;1;530000;26148;26202;26278;26374
2;30.12.2019 0:00:00;1;530000;25749;25537;25321;25640
3;30.12.2019 0:00:00;1;530000;25635;25349;25598;25580
4;30.12.2019 0:00:00;1;530000;25858;25795;25649;25810
5;30.12.2019 0:00:00;1;530000;26954;27346;27793;27515
6;30.12.2019 0:00:00;1;530000;28690;29492;29126;28864
7;30.12.2019 0:00:00;1;530000;30475;31519;30065;30188
8;30.12.2019 0:00:00;1;530000;31745;32328;31060;31180
9;30.12.2019 0:00:00;1;530000;32560;32433;31120;31183
10;30.12.2019 0:00:00;1;530000;32424;32319;29976;30223
11;30.12.2019 0:00:00;1;530000;32238;32266;30336;30073
12;30.12.2019 0:00:00;1;530000;32313;31709;31330;31018
13;30.12.2019 0:00:00;1;530000;32216;31944;31342;30934
14;30.12.2019 0:00:00;1;530000;32225;32239;30303;30171
15;30.12.2019 0:00:00;1;530000;32698;32581;30260;30127
16;30.12.2019 0:00:00;1;530000;33300;33231;31478;30976
17;30.12.2019 0:00:00;1;530000;33123;33282;31367;31004
18;30.12.2019 0:00:00;1;530000;32894;32860;30646;30196
19;30.12.2019 0:00:00;1;530000;32368;32290;30129;29840
20;30.12.2019 0:00:00;1;530000;31867;31767;30114;29598
21;30.12.2019 0:00:00;1;530000;31030;30945;30003;29902
22;30.12.2019 0:00:00;1;530000;29756;29024;29170;29064
23;30.12.2019 0:00:00;1;530000;28291;27930;28749;28656
0;31.12.2019 0:00:00;1;530000;27123;26978;26595;26836
1;31.12.2019 0:00:00;1;530000;26120;26221;26551;26593
2;31.12.2019 0:00:00;1;530000;25514;25725;25487;25380
3;31.12.2019 0:00:00;1;530000;25361;25505;24619;24970
4;31.12.2019 0:00:00;1;530000;25472;25440;25518;25718
5;31.12.2019 0:00:00;1;530000;26067;26361;26520;26841
6;31.12.2019 0:00:00;1;530000;27171;27903;27639;27610
7;31.12.2019 0:00:00;1;530000;28460;28969;28815;28742
8;31.12.2019 0:00:00;1;530000;29158;29387;29558;29647
9;31.12.2019 0:00:00;1;530000;30117;30381;29912;29813
10;31.12.2019 0:00:00;1;530000;30104;30627;29133;28998
11;31.12.2019 0:00:00;1;530000;30457;30036;29468;28885
12;31.12.2019 0:00:00;1;530000;29998;30033;30154;29712
13;31.12.2019 0:00:00;1;530000;30068;29972;29658;29519
14;31.12.2019 0:00:00;1;530000;29876;29765;28675;28544
15;31.12.2019 0:00:00;1;530000;30301;30227;29040;28892
16;31.12.2019 0:00:00;1;530000;31385;31272;29737;29974
17;31.12.2019 0:00:00;1;530000;31107;31559;30057;29955
18;31.12.2019 0:00:00;1;530000;30800;31146;29743;29226
19;31.12.2019 0:00:00;1;530000;30272;30003;28067;28208
20;31.12.2019 0:00:00;1;530000;29896;29746;28291;28180
21;31.12.2019 0:00:00;1;530000;29218;29065;28201;28145
22;31.12.2019 0:00:00;1;530000;28195;28188;28076;27981
23;31.12.2019 0:00:00;1;530000;26484;26442;28000;27902
0;01.01.2020 0:00:00;1;530000;26518;26357;26828;27116
1;01.01.2020 0:00:00;1;530000;25703;25532;26962;27458
2;01.01.2020 0:00:00;1;530000;25123;25252;25543;25962
3;01.01.2020 0:00:00;1;530000;24628;24800;25503;25949
4;01.01.2020 0:00:00;1;530000;24395;24444;25326;25552
5;01.01.2020 0:00:00;1;530000;24439;24458;25178;24963
6;01.01.2020 0:00:00;1;530000;24604;24657;25237;25138
7;01.01.2020 0:00:00;1;530000;24286;24755;25652;25760
8;01.01.2020 0:00:00;1;530000;24603;24858;25957;25933
9;01.01.2020 0:00:00;1;530000;24921;25394;26671;26693
10;01.01.2020 0:00:00;1;530000;25338;26100;26721;26766
11;01.01.2020 0:00:00;1;530000;26046;26172;27383;27223
12;01.01.2020 0:00:00;1;530000;26354;26363;27340;27188
13;01.01.2020 0:00:00;1;530000;26495;26444;27349;27220
14;01.01.2020 0:00:00;1;530000;26542;26462;27535;27392
15;01.01.2020 0:00:00;1;530000;27058;27055;28415;28277
16;01.01.2020 0:00:00;1;530000;28203;28096;28986;28817
17;01.01.2020 0:00:00;1;530000;28577;28685;29208;28884
18;01.01.2020 0:00:00;1;530000;28296;28443;29047;28878
19;01.01.2020 0:00:00;1;530000;28147;28026;28611;28636
20;01.01.2020 0:00:00;1;530000;28106;27845;27688;27528
21;01.01.2020 0:00:00;1;530000;27625;27556;26915;27470
22;01.01.2020 0:00:00;1;530000;27015;26546;27450;27321
23;01.01.2020 0:00:00;1;530000;26128;25715;27254;27100
0;02.01.2020 0:00:00;1;530000;25222;25264;25835;25744
1;02.01.2020 0:00:00;1;530000;24507;24729;25313;25694
2;02.01.2020 0:00:00;1;530000;24350;24267;25163;25059
3;02.01.2020 0:00:00;1;530000;24264;23890;25024;24906
4;02.01.2020 0:00:00;1;530000;24130;23926;24754;24654
5;02.01.2020 0:00:00;1;530000;24761;24910;25199;25050
6;02.01.2020 0:00:00;1;530000;25288;25389;26177;26073
7;02.01.2020 0:00:00;1;530000;25780;26024;27252;27204
8;02.01.2020 0:00:00;1;530000;26674;26545;27406;27265
9;02.01.2020 0:00:00;1;530000;27318;27399;28026;27909
10;02.01.2020 0:00:00;1;530000;27665;28169;28391;28342
11;02.01.2020 0:00:00;1;530000;28211;28299;28434;28533
12;02.01.2020 0:00:00;1;530000;28217;28196;28444;28581
13;02.01.2020 0:00:00;1;530000;27963;28247;28426;28585
14;02.01.2020 0:00:00;1;530000;28163;28289;28457;28598
15;02.01.2020 0:00:00;1;530000;28842;28427;29366;29232
16;02.01.2020 0:00:00;1;530000;29565;29806;29912;29776
17;02.01.2020 0:00:00;1;530000;29571;30052;29668;29792
18;02.01.2020 0:00:00;1;530000;29273;29614;29643;29677
19;02.01.2020 0:00:00;1;530000;28936;29203;29255;29425
20;02.01.2020 0:00:00;1;530000;28754;28530;28127;28130
21;02.01.2020 0:00:00;1;530000;28014;28193;28060;28072
22;02.01.2020 0:00:00;1;530000;27010;27293;27459;27475
23;02.01.2020 0:00:00;1;530000;26090;26045;26823;27220
0;03.01.2020 0:00:00;1;530000;25077;25256;25783;26057
1;03.01.2020 0:00:00;1;530000;24513;24522;25623;25871
2;03.01.2020 0:00:00;1;530000;23821;24021;24783;24981
3;03.01.2020 0:00:00;1;530000;23835;24015;24178;24361
4;03.01.2020 0:00:00;1;530000;24006;24013;24213;24437
5;03.01.2020 0:00:00;1;530000;24587;24507;24972;25179
6;03.01.2020 0:00:00;1;530000;25081;25172;26014;26202
7;03.01.2020 0:00:00;1;530000;26190;26025;27054;27245
8;03.01.2020 0:00:00;1;530000;27001;26631;27431;27396
9;03.01.2020 0:00:00;1;530000;27650;27889;28464;27867
10;03.01.2020 0:00:00;1;530000;28682;28512;28472;28212
11;03.01.2020 0:00:00;1;530000;29023;28682;28475;28403
12;03.01.2020 0:00:00;1;530000;28795;28942;28461;28357
13;03.01.2020 0:00:00;1;530000;28956;29087;28487;28371
14;03.01.2020 0:00:00;1;530000;29028;28834;28480;28365
15;03.01.2020 0:00:00;1;530000;29134;29357;29425;29159
16;03.01.2020 0:00:00;1;530000;30186;30236;29918;29695
17;03.01.2020 0:00:00;1;530000;30103;30509;29874;29658
18;03.01.2020 0:00:00;1;530000;29987;30010;29348;29395
19;03.01.2020 0:00:00;1;530000;29371;29441;29285;28992
20;03.01.2020 0:00:00;1;530000;29292;29224;28015;27650
21;03.01.2020 0:00:00;1;530000;28527;28299;27751;27422
22;03.01.2020 0:00:00;1;530000;27454;27515;27219;27131
23;03.01.2020 0:00:00;1;530000;26571;26332;27116;26992
0;04.01.2020 0:00:00;1;530000;25543;25435;26190;25872
1;04.01.2020 0:00:00;1;530000;24520;24810;25388;25317
2;04.01.2020 0:00:00;1;530000;24362;24393;24352;24267
3;04.01.2020 0:00:00;1;530000;24323;24277;24283;24265
4;04.01.2020 0:00:00;1;530000;24342;24314;24368;24261
5;04.01.2020 0:00:00;1;530000;24959;24958;24727;24628
6;04.01.2020 0:00:00;1;530000;25759;25544;26254;26136
7;04.01.2020 0:00:00;1;530000;26505;26595;27533;27483
8;04.01.2020 0:00:00;1;530000;27684;27495;28170;28065
9;04.01.2020 0:00:00;1;530000;28728;28537;28718;28625
10;04.01.2020 0:00:00;1;530000;29124;29232;28833;28751
11;04.01.2020 0:00:00;1;530000;29495;29469;28763;28685
12;04.01.2020 0:00:00;1;530000;29752;29475;28632;28535
13;04.01.2020 0:00:00;1;530000;29906;29429;28689;28633
14;04.01.2020 0:00:00;1;530000;30108;29623;28873;28686
